English Word	Valence	Arousal	Dominance	Khmer Word
salsa	0.742	0.500	0.370	សាល់សា
salt	0.323	0.312	0.306	អំបិល
salted	0.333	0.400	0.304	អំបិល
saltwater	0.327	0.330	0.364	ទឹកប្រៃ
salty	0.388	0.531	0.288	ប្រៃ
salutary	0.885	0.360	0.686	ជំរាបសួរ
salutation	0.878	0.417	0.500	ជំរាបសួរ
salute	0.833	0.542	0.681	ជំរាបសួរ
salvage	0.622	0.510	0.832	ការសង្គ្រោះ
salvation	0.857	0.480	0.800	ការសង្គ្រោះ
salve	0.612	0.390	0.500	សង្គ្រោះ
samba	0.781	0.740	0.465	សាំបា
sameness	0.531	0.330	0.484	ភាពដូចគ្នា
sample	0.521	0.187	0.452	គំរូ
samurai	0.562	0.736	0.838	សាមូរ៉ៃ
sanatorium	0.469	0.490	0.491	អនាម័យ
sanctification	0.770	0.431	0.816	ការរាប់ជាបរិសុទ្ធ
sanctified	0.792	0.240	0.612	ញែកជាបរិសុទ្ធ
sanctify	0.673	0.443	0.783	ញែកជាបរិសុទ្ធ
sanctimonious	0.240	0.365	0.327	បរិសុទ្ធ
sanction	0.201	0.750	0.517	ទណ្ឌកម្ម
sanctioned	0.323	0.696	0.391	ទណ្ឌកម្ម
sanctity	0.771	0.330	0.628	ភាពបរិសុទ្ធ
sanctuary	0.863	0.226	0.575	ទីជម្រក
sanctum	0.521	0.438	0.657	ទីសក្ការៈ
sand	0.582	0.279	0.304	ខ្សាច់
sandal	0.490	0.283	0.333	ស្បែកជើងកវែង
sandbox	0.573	0.274	0.264	ប្រអប់ខ្សាច់
sander	0.438	0.580	0.445	ខ្សាច់
sandman	0.479	0.469	0.388	បុរសខ្សាច់
sandpaper	0.417	0.425	0.404	ក្រដាសខ្សាច់
sands	0.646	0.304	0.377	ខ្សាច់
sandstorm	0.324	0.821	0.629	ព្យុះខ្សាច់
sandwich	0.672	0.314	0.310	សាំងវិច
sandy	0.406	0.265	0.296	ដីខ្សាច់
sane	0.760	0.235	0.670	សតិ
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	អនាម័យ
sanitary	0.458	0.320	0.425	អនាម័យ
sanitation	0.742	0.312	0.500	អនាម័យ
sanity	0.667	0.333	0.655	អនាម័យ
sans	0.459	0.294	0.246	ទេ
santa	0.735	0.286	0.509	សាន់តា
sap	0.470	0.298	0.258	សាប
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	ត្បូងកណ្តៀង
sappy	0.583	0.469	0.330	រីករាយ
sarcasm	0.125	0.685	0.346	តិះដៀល
sarcastic	0.397	0.781	0.298	តិះដៀល
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	ត្រី​សា​ឌី​ន
sardonic	0.208	0.679	0.446	sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	ខ្សែក
sashimi	0.704	0.310	0.359	សាស៊ីមី
sassafras	0.469	0.388	0.471	សាសាហ្វារ៉ា
sassy	0.271	0.704	0.320	ខ្ជិល
satanic	0.062	0.843	0.720	សាតាំង
satchel	0.521	0.306	0.345	កាបូប
sate	0.667	0.400	0.472	សៅ
satellite	0.562	0.409	0.764	ផ្កាយរណប
satin	0.519	0.396	0.481	satin
satire	0.458	0.655	0.472	តិះដៀល
satirical	0.323	0.615	0.538	តិះដៀល
satisfaction	0.939	0.637	0.673	ការពេញចិត្ត
satisfactorily	0.765	0.570	0.802	ពេញចិត្ត
satisfactory	0.959	0.569	0.702	ពេញចិត្ត
satisfied	0.959	0.510	0.685	ពេញចិត្ត
satisfy	0.867	0.790	0.705	ពេញចិត្ត
satisfying	0.890	0.606	0.814	ពេញចិត្ត
saturate	0.281	0.680	0.467	ឆ្អែត
saturated	0.474	0.700	0.442	ឆ្អែត
saturation	0.255	0.582	0.583	តិត្ថិភាព
satyr	0.280	0.639	0.500	សត្ថាធិប្បាយ
sauce	0.562	0.515	0.288	ទឹកជ្រលក់
saucepan	0.347	0.264	0.321	ខ្ទះ
saucer	0.510	0.327	0.337	ចាន
saucy	0.250	0.653	0.391	ជូរ
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	សូណា
sausage	0.542	0.429	0.300	សាច់ក្រក
savage	0.204	0.931	0.605	ព្រៃផ្សៃ
savagery	0.219	0.907	0.711	ព្រៃផ្សៃ
savanna	0.606	0.147	0.394	សាវ៉ាណា
savannah	0.729	0.212	0.309	សាវ៉ាណា
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	រក្សាទុក
saver	0.745	0.382	0.802	សន្សំ
saving	0.663	0.230	0.621	សន្សំ
savings	0.776	0.431	0.608	ការសន្សំ
savior	0.920	0.469	0.804	ព្រះអង្គសង្គ្រោះ
savor	0.827	0.552	0.526	រសជាតិ
savory	0.812	0.717	0.619	រសជាតិ
savvy	0.719	0.520	0.706	យល់
saw	0.316	0.541	0.518	ឃើញ
sawdust	0.398	0.279	0.241	sawdust
sawmill	0.427	0.378	0.434	រោងអារឈើ
sax	0.573	0.465	0.409	sax
saxophone	0.688	0.444	0.482	Saxophone
say	0.571	0.310	0.482	និយាយ
sayonara	0.560	0.398	0.402	សូណារ៉ា
scab	0.354	0.330	0.272	ស្នាមរបួស
scabbard	0.325	0.219	0.217	កន្ត្រៃ
scaffold	0.480	0.500	0.336	រន្ទា
scaffolding	0.496	0.366	0.545	រន្ទា
scalding	0.271	0.540	0.381	ការដុត
scale	0.310	0.350	0.577	មាត្រដ្ឋាន
scales	0.439	0.330	0.491	ជញ្ជីង
scallop	0.490	0.363	0.331	ខ្យង
scalp	0.347	0.346	0.302	ស្បែកក្បាល
scalpel	0.302	0.700	0.482	ស្បែកក្បាល
scaly	0.281	0.481	0.358	ខ្ចាត់ខ្ចាយ
scam	0.042	0.745	0.418	គ្រោង​ការ​ក្បត់
scamp	0.458	0.464	0.371	ការបោកប្រាស់
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	ស្កេន
scandal	0.122	0.821	0.557	រឿងអាស្រូវ
scandalous	0.135	0.907	0.556	រឿងអាស្រូវ
scanner	0.531	0.356	0.567	ម៉ាស៊ីនស្កេន
scanty	0.287	0.333	0.127	តូច
scape	0.290	0.625	0.536	រត់គេច
scapegoat	0.184	0.685	0.481	ពពែទទួលទោស
scar	0.146	0.500	0.397	ស្លាកស្នាម
scarab	0.406	0.458	0.267	សត្វស្លាប
scarce	0.292	0.324	0.218	ខ្វះខាត
scarcely	0.082	0.412	0.160	កម្រណាស់។
scarcity	0.167	0.500	0.182	ភាពខ្វះខាត
scare	0.122	0.910	0.264	បន្លាច
scarecrow	0.219	0.274	0.349	scarecrow
scared	0.146	0.828	0.185	ភ័យខ្លាច
scares	0.122	0.847	0.386	ភ័យខ្លាច
scarf	0.750	0.224	0.224	ក្រមា
scarier	0.156	0.846	0.472	គួរឱ្យខ្លាច
scariest	0.167	0.863	0.538	គួរឱ្យខ្លាចបំផុត។
scarlet	0.507	0.390	0.411	ក្រហម
scary	0.062	0.952	0.528	គួរឱ្យខ្លាច
scat	0.337	0.548	0.409	scat
scatter	0.229	0.620	0.404	រាយប៉ាយ
scattered	0.208	0.380	0.238	ខ្ចាត់ខ្ចាយ
scattering	0.347	0.550	0.394	ខ្ចាត់ខ្ចាយ
scavenger	0.177	0.578	0.408	អ្នករើសអេតចាយ
scenario	0.667	0.510	0.683	សេណារីយ៉ូ
scene	0.570	0.340	0.578	កន្លែងកើតហេតុ
scenery	0.745	0.253	0.592	ទេសភាព
scenic	0.684	0.548	0.756	ទេសភាព
scent	0.633	0.410	0.491	ក្លិនក្រអូប
scented	0.865	0.509	0.431	មានក្លិនក្រអូប
scepter	0.630	0.300	0.670	ដំបង
sceptical	0.214	0.387	0.466	សង្ស័យ
scepticism	0.292	0.444	0.550	ការសង្ស័យ
schadenfreude	0.354	0.640	0.463	Schadenfreude
schedule	0.510	0.380	0.480	កាលវិភាគ
schematic	0.490	0.284	0.647	គ្រោងការណ៍
scheme	0.521	0.269	0.577	គ្រោងការណ៍
schilling	0.367	0.410	0.418	ញាក់
schism	0.280	0.569	0.386	វិបល្លាស
schizophrenia	0.092	0.880	0.435	ជំងឺវិកលចរិក
schizophrenic	0.102	0.958	0.433	ជំងឺវិកលចរិក
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	អ្នកប្រាជ្ញ
scholarly	0.750	0.466	0.709	ជាអ្នកប្រាជ្ញ
scholarship	0.866	0.490	0.625	អាហារូបករណ៍
scholastic	0.500	0.470	0.491	សិក្សា
school	0.765	0.423	0.633	សាលា
schoolboy	0.623	0.385	0.441	សិស្សសាលា
schoolgirl	0.760	0.521	0.415	សិស្សសាលា
schoolhouse	0.602	0.407	0.672	សាលា
schooling	0.582	0.462	0.640	សាលា
schoolmaster	0.667	0.368	0.852	នាយកសាលា
schoolteacher	0.521	0.380	0.632	គ្រូបង្រៀន
schoolwork	0.479	0.500	0.481	កិច្ចការសាលា
schoolyard	0.684	0.529	0.440	ទីធ្លាសាលា
schooner	0.635	0.408	0.427	សិស្សសាលា
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	វិទ្យាសាស្ត្រ
scientific	0.653	0.510	0.836	វិទ្យាសាស្ត្រ
scientist	0.562	0.500	0.790	អ្នកវិទ្យាសាស្ត្រ
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	រំលេច
scintillation	0.576	0.579	0.573	ពន្លឺភ្លើង
scintillator	0.583	0.670	0.510	ម៉ាស៊ីនភ្លើង
scion	0.490	0.380	0.451	Scion
scissors	0.458	0.462	0.302	កន្ត្រៃ
scoff	0.125	0.686	0.306	ចំអក
scold	0.194	0.755	0.626	ស្តីបន្ទោស
scolding	0.071	0.833	0.417	ការស្តីបន្ទោស
scone	0.418	0.287	0.229	ស្កូន
scoop	0.583	0.543	0.640	ស្កូប
scoot	0.510	0.490	0.412	ស្កូត
scooter	0.510	0.587	0.371	ម៉ូតូ
scope	0.656	0.386	0.718	វិសាលភាព
scorch	0.214	0.689	0.491	ឆេះ
scorching	0.406	0.635	0.464	ឆេះ
score	0.670	0.388	0.589	ពិន្ទុ
scoreboard	0.667	0.484	0.472	តារាងពិន្ទុ
scorer	0.730	0.608	0.764	អ្នកស៊ុតបាល់បញ្ចូលទី
scores	0.594	0.469	0.629	ពិន្ទុ
scorn	0.110	0.721	0.356	មើលងាយ
scorned	0.062	0.529	0.226	បានមើលងាយ
scornful	0.173	0.608	0.368	ដែលមើលងាយ
scorpion	0.198	0.745	0.600	ខ្យាដំរី
scotch	0.578	0.520	0.615	ស្កុត
scoundrel	0.094	0.740	0.412	មនុស្សល្ងង់
scour	0.388	0.602	0.632	កោស
scourge	0.214	0.640	0.302	គ្រោះកាច
scout	0.656	0.611	0.763	កាយរឹទ្ធិ
scowl	0.302	0.600	0.413	មុខមាត់
scrabble	0.625	0.412	0.399	scrabble
scram	0.306	0.485	0.409	បោកប្រាស់
scramble	0.469	0.744	0.500	ច្របល់
scrambled	0.451	0.535	0.539	ច្របល់
scrambler	0.417	0.550	0.444	អ្នក​ច្របូកច្របល់
scrambling	0.421	0.810	0.731	ច្របូកច្របល់
scrap	0.156	0.339	0.173	សំណល់អេតចាយ
scrapbook	0.562	0.274	0.432	សៀវភៅអេតចាយ
scrape	0.365	0.615	0.384	កោស
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	កោស
scrappy	0.301	0.375	0.406	ខ្ចាត់ខ្ចាយ
scratch	0.276	0.625	0.270	កោស
scratchy	0.235	0.610	0.436	កោស
scrawny	0.276	0.422	0.245	scrawny
scream	0.188	0.863	0.594	ស្រែក
screamer	0.156	0.670	0.392	អ្នកស្រែក
screaming	0.245	0.901	0.460	ស្រែក
screech	0.214	0.802	0.306	ស្រែក
screen	0.670	0.300	0.417	អេក្រង់
screening	0.562	0.570	0.709	ការពិនិត្យ
screenplay	0.500	0.406	0.518	អេក្រង់
screenwriter	0.571	0.500	0.712	អ្នកនិពន្ធរឿង
screw	0.385	0.460	0.377	វីស
screwball	0.271	0.680	0.505	គ្រាប់វីស
screwdriver	0.520	0.519	0.439	ទួណឺវីស
screwed	0.302	0.520	0.464	វីស
screwy	0.344	0.596	0.450	វីស
screwyou	0.260	0.647	0.509	ចោរ​ម្រា​យ
scribble	0.429	0.453	0.358	សរសេរអក្សរ
scribe	0.541	0.264	0.491	អ្នកសរសេរ
scrimmage	0.367	0.660	0.411	ការ​វាយ​ប្រហារ
scrip	0.430	0.462	0.455	ស្គ្រីប
script	0.610	0.450	0.527	ស្គ្រីប
scriptural	0.551	0.250	0.596	គម្ពីរ
scripture	0.745	0.270	0.630	គម្ពីរ
scroll	0.375	0.630	0.409	រមូរ
scrotum	0.396	0.653	0.361	ពងស្វាស
scrounge	0.210	0.565	0.397	scrounge
scrounger	0.323	0.490	0.358	អ្នកវាយដំ
scrub	0.417	0.420	0.500	ជូត
scruffy	0.194	0.435	0.176	ក្រហាយ
scrumptious	0.959	0.650	0.566	ឆ្ងាញ់
scrupulous	0.545	0.685	0.602	ប្រកបដោយប្រាជ្ញា
scrutinize	0.458	0.587	0.573	ពិនិត្យ
scrutiny	0.500	0.653	0.658	ការ​ពិនិត្យពិច័យ
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	ឈ្លោះគ្នា។
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	ជាងចម្លាក់
sculpture	0.750	0.346	0.490	រូបចម្លាក់
sculptured	0.708	0.373	0.557	ចម្លាក់
scum	0.357	0.380	0.218	កាកសំណល់
scumbag	0.240	0.591	0.278	scumbag
scurry	0.398	0.647	0.509	ភ័យស្លន់ស្លោ
scurvy	0.354	0.462	0.312	ប្រជ្រុយ
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	សមុទ្រ
seaboard	0.663	0.356	0.507	ឆ្នេរសមុទ្រ
seafood	0.656	0.500	0.328	អាហារសមុទ្រ
seagull	0.635	0.245	0.314	សត្វសមុទ្រ
seal	0.490	0.218	0.518	ត្រា
seals	0.412	0.241	0.402	ត្រា
seam	0.427	0.250	0.414	ថ្នេរ
seaman	0.520	0.510	0.672	នាយសមុទ្រ
seamless	0.459	0.140	0.302	គ្មានថ្នេរ
seamstress	0.535	0.288	0.389	ជាងដេរ
seaport	0.594	0.317	0.491	កំពង់ផែសមុទ្រ
sear	0.490	0.553	0.600	សៀ
search	0.635	0.580	0.462	ស្វែងរក
searching	0.534	0.657	0.466	កំពុងស្វែងរក
searchlight	0.622	0.510	0.552	ពន្លឺស្វែងរក
seared	0.229	0.410	0.398	seared
seashore	0.796	0.310	0.375	ឆ្នេរសមុទ្រ
seasick	0.115	0.683	0.245	ឈឺសមុទ្រ
seaside	0.887	0.520	0.508	មាត់សមុទ្រ
season	0.792	0.410	0.519	រដូវ
seasonal	0.592	0.273	0.305	តាមរដូវកាល
seasoned	0.812	0.570	0.509	រដូវ
seasoning	0.633	0.388	0.479	គ្រឿងទេស
seat	0.542	0.281	0.434	កៅអី
seatbelt	0.656	0.314	0.726	ខ្សែ​ក្រ​វ៉ាត់​សុវត្ថិភាព
seating	0.552	0.265	0.286	កន្លែងអង្គុយ
seawater	0.760	0.197	0.491	ទឹកសមុទ្រ
seaweed	0.446	0.286	0.382	សារាយសមុទ្រ
sec	0.490	0.385	0.380	វិ
secession	0.323	0.561	0.509	ការបំបែកខ្លួន
secluded	0.357	0.265	0.240	ឯកោ
seclusion	0.230	0.558	0.505	ភាពឯកា
second	0.490	0.210	0.250	ទីពីរ
second cousin	0.698	0.360	0.441	បងប្អូនជីដូនមួយទីពីរ
secondary	0.636	0.375	0.260	អនុវិទ្យាល័យ
secondhand	0.194	0.389	0.283	មួយ​ទឹក
secrecy	0.294	0.549	0.475	សម្ងាត់
secret	0.479	0.580	0.509	សម្ងាត់
secretariat	0.518	0.459	0.597	លេខាធិការដ្ឋាន
secretary	0.612	0.426	0.561	លេខា
secrete	0.427	0.567	0.518	សម្ងាត់
secretion	0.354	0.582	0.529	ការសម្ងាត់
secretive	0.390	0.250	0.538	សម្ងាត់
secretly	0.525	0.404	0.479	សម្ងាត់
sect	0.265	0.667	0.526	និកាយ
sectarian	0.260	0.606	0.517	និកាយ
section	0.500	0.269	0.421	ផ្នែក
sectional	0.427	0.415	0.464	ផ្នែក
sector	0.594	0.190	0.569	វិស័យ
secular	0.463	0.461	0.520	ខាងលោកិយ
secularism	0.367	0.440	0.559	លទ្ធិនិយម
secure	0.844	0.380	0.914	សុវត្ថិភាព
securities	0.750	0.304	0.852	មូលបត្រ
security	0.837	0.360	0.821	សន្តិសុខ
sedan	0.480	0.423	0.680	ឡាន
sedate	0.656	0.157	0.345	ស្ងប់ស្ងាត់
sedation	0.510	0.270	0.398	ភាពស្ងប់ស្ងាត់
sedative	0.314	0.273	0.352	ថ្នាំ sedative
sedentary	0.292	0.185	0.273	អង្គុយស្ងៀម
sedge	0.406	0.396	0.339	សៀង
sediment	0.438	0.306	0.372	ដីល្បាប់
sedimentary	0.398	0.265	0.500	sedimentary
sedition	0.327	0.557	0.591	ការបះបោរ
seduce	0.462	0.864	0.689	ល្បួង
seducer	0.704	0.812	0.775	អ្នកល្បួង
seducing	0.569	0.794	0.708	ល្បួង
seduction	0.510	0.891	0.618	ការល្បួង
seductive	0.771	0.821	0.667	ទាក់ទាញ
see	0.635	0.269	0.312	ឃើញ
seed	0.656	0.135	0.306	គ្រាប់ពូជ
seedling	0.406	0.343	0.423	សំណាប
seeds	0.731	0.269	0.418	គ្រាប់ពូជ
seedy	0.229	0.390	0.325	ស្រួយ
seek	0.622	0.429	0.482	ស្វែងរក
seeker	0.646	0.464	0.553	អ្នកស្វែងរក
seem	0.471	0.302	0.298	ហាក់ដូចជា
seemingly	0.490	0.410	0.356	ហាក់ដូចជា
seer	0.604	0.481	0.740	អ្នកមើល
seesaw	0.570	0.559	0.410	សាឡុង
seething	0.312	0.821	0.642	seething
segment	0.469	0.290	0.440	ចម្រៀក
segregate	0.290	0.627	0.440	បំបែក
segregated	0.164	0.575	0.411	បែងចែក
segregation	0.302	0.545	0.390	ការបែងចែក
seismic	0.323	0.925	0.578	រញ្ជួយដី
seize	0.656	0.644	0.673	រឹបអូស
seizure	0.177	0.775	0.462	ការប្រកាច់
seldom	0.323	0.379	0.287	កម្រ
select	0.615	0.406	0.602	ជ្រើសរើស
selection	0.594	0.340	0.595	ការជ្រើសរើស
selective	0.612	0.347	0.706	ជ្រើសរើស
selectman	0.552	0.547	0.609	អ្នកជ្រើសរើស
selenium	0.469	0.408	0.336	សេលេញ៉ូម
self	0.704	0.370	0.500	ខ្លួនឯង
selfharm	0.350	0.620	0.407	ខូចប្រយោជន៍​ខ្លួនឯង
selfish	0.061	0.637	0.495	អាត្មានិយម
selfishness	0.200	0.686	0.453	ភាពអាត្មានិយម
selfless	0.521	0.235	0.396	មិន​អាត្មានិយម
selflove	0.854	0.630	0.661	ស្រឡាញ់​ខ្លួនឯង
selfworth	0.704	0.460	0.594	តម្លៃខ្លួនឯង
