English Word	Valence	Arousal	Dominance	Gujarati Word
transparency	0.847	0.260	0.587	પારદર્શિતા
transparent	0.542	0.330	0.667	પારદર્શક
transplant	0.445	0.806	0.620	ટ્રાન્સપ્લાન્ટ
transplantation	0.531	0.694	0.610	ટ્રાન્સપ્લાન્ટેશન
transponder	0.564	0.575	0.565	ટ્રાન્સપોન્ડર
transport	0.613	0.627	0.605	પરિવહન
transportation	0.667	0.560	0.472	પરિવહન
transporter	0.615	0.625	0.750	ટ્રાન્સપોર્ટર
transpose	0.440	0.585	0.467	ટ્રાન્સપોઝ
transposition	0.312	0.451	0.555	સ્થાનાંતરણ
transsexual	0.264	0.815	0.423	ટ્રાન્સસેક્સ્યુઅલ
transverse	0.429	0.429	0.525	ટ્રાન્સવર્સ
transvestite	0.270	0.675	0.373	ટ્રાન્સવેસ્ટાઇટ
trap	0.104	0.610	0.391	છટકું
trapdoor	0.094	0.670	0.462	ટ્રેપડોર
trapeze	0.542	0.625	0.566	ટ્રેપેઝ
trapped	0.135	0.615	0.380	ફસાયેલ
trapper	0.296	0.654	0.491	ટ્રેપર
trapping	0.333	0.621	0.491	ફસાવવું
trappings	0.458	0.462	0.370	ટ્રેપિંગ્સ
traps	0.235	0.673	0.481	ફાંસો
trash	0.163	0.541	0.154	કચરો
trashy	0.071	0.380	0.161	કચરો
trauma	0.112	0.792	0.453	ઇજા
traumatic	0.062	0.885	0.427	આઘાતજનક
travail	0.500	0.677	0.620	મુશ્કેલી
travel	0.931	0.689	0.535	પ્રવાસ
traveler	0.837	0.571	0.700	પ્રવાસી
traveling	0.900	0.750	0.582	મુસાફરી
traverse	0.571	0.590	0.629	પાર
travesty	0.354	0.644	0.407	કપટ
trawl	0.255	0.590	0.464	ટ્રોલ
trawler	0.316	0.430	0.405	ટ્રોલર
tray	0.549	0.250	0.345	ટ્રે
treacherous	0.112	0.815	0.402	વિશ્વાસઘાત
treachery	0.104	0.852	0.448	વિશ્વાસઘાત
tread	0.510	0.520	0.426	ચાલવું
treadmill	0.459	0.636	0.436	ટ્રેડમિલ
treason	0.094	0.806	0.552	રાજદ્રોહ
treasure	0.927	0.592	0.821	ખજાનો
treasured	0.849	0.471	0.730	ભંડાર
treasurer	0.694	0.456	0.755	ખજાનચી
treasures	0.867	0.771	0.842	ખજાનો
treasury	0.812	0.541	0.736	તિજોરી
treat	0.573	0.571	0.436	સારવાર
treatable	0.780	0.302	0.560	સારવાર યોગ્ય
treatise	0.604	0.407	0.613	ગ્રંથ
treatment	0.663	0.386	0.620	સારવાર
treaty	0.646	0.382	0.667	સંધિ
treble	0.358	0.471	0.466	ત્રેવડી
tree	0.670	0.118	0.442	વૃક્ષ
trees	0.653	0.137	0.537	વૃક્ષો
trek	0.469	0.530	0.535	ટ્રેક
trellis	0.299	0.500	0.389	જાફરી
tremble	0.177	0.878	0.388	ધ્રૂજવું
trembling	0.177	0.824	0.324	ધ્રૂજારી
tremendous	0.600	0.888	0.773	જબરદસ્ત
tremendously	0.719	0.722	0.661	જબરદસ્ત રીતે
tremor	0.104	0.833	0.455	ધ્રુજારી
trench	0.429	0.760	0.429	ખાઈ
trend	0.625	0.458	0.706	વલણ
trending	0.750	0.472	0.600	વલણમાં
trendy	0.713	0.520	0.536	ટ્રેન્ડી
trepidation	0.582	0.594	0.464	ગભરાટ
trespass	0.229	0.670	0.613	અતિક્રમણ
triad	0.469	0.413	0.528	ત્રિપુટી
triage	0.398	0.433	0.479	ટ્રાયજ
trial	0.438	0.663	0.612	અજમાયશ
triangle	0.562	0.269	0.352	ત્રિકોણ
triangular	0.430	0.320	0.397	ત્રિકોણાકાર
triangulate	0.408	0.380	0.517	ત્રિકોણાકાર
triathlon	0.521	0.853	0.663	ટ્રાયથલોન
tribal	0.417	0.404	0.482	આદિવાસી
tribe	0.664	0.486	0.516	આદિજાતિ
tribulation	0.448	0.612	0.484	વિપત્તિ
tribunal	0.410	0.670	0.797	ટ્રિબ્યુનલ
tribune	0.610	0.585	0.556	ટ્રિબ્યુન
tributary	0.615	0.463	0.616	ઉપનદી
tribute	0.684	0.573	0.700	શ્રદ્ધાંજલિ
trick	0.542	0.700	0.409	યુક્તિ
trickery	0.146	0.798	0.336	કપટ
trickle	0.500	0.196	0.231	ટ્રીકલ
trickster	0.375	0.680	0.446	કપટ કરનાર
tricky	0.219	0.651	0.500	મુશ્કેલ
tricycle	0.633	0.402	0.368	ટ્રાઇસિકલ
trident	0.403	0.606	0.609	ત્રિશૂળ
trifle	0.271	0.296	0.221	નાનકડી
trifling	0.375	0.418	0.183	નાનકડી
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	ટ્રિગર
trigonometry	0.396	0.400	0.616	ત્રિકોણમિતિ
trillion	0.592	0.420	0.623	ટ્રિલિયન
trilogy	0.615	0.520	0.664	ટ્રાયોલોજી
trim	0.500	0.466	0.430	ટ્રિમ
trimester	0.783	0.336	0.538	ત્રિમાસિક
trimmer	0.260	0.548	0.529	ટ્રીમર
trimming	0.500	0.478	0.325	ટ્રિમિંગ
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	ટ્રિનિટી
trinket	0.521	0.352	0.368	ટ્રિંકેટ
trio	0.521	0.613	0.473	ત્રણેય
trip	0.875	0.643	0.538	સફર
tripartite	0.500	0.480	0.539	ત્રિપક્ષીય
tripe	0.312	0.361	0.438	ટ્રીપ
triple	0.585	0.385	0.481	ટ્રિપલ
triplet	0.622	0.510	0.618	ત્રિપુટી
triplicate	0.684	0.545	0.717	ત્રિપુટી
tripod	0.406	0.388	0.483	ત્રપાઈ
tripping	0.276	0.594	0.293	ટ્રીપિંગ
trite	0.458	0.418	0.290	ટ્રીટ
tritium	0.412	0.471	0.422	ટ્રીટિયમ
triumph	0.969	0.798	0.926	વિજય
triumphant	0.949	0.837	0.972	વિજયી
trivia	0.690	0.490	0.473	નજીવી બાબતો
trivial	0.406	0.387	0.337	તુચ્છ
troll	0.378	0.627	0.327	ટ્રોલ
trolley	0.562	0.558	0.464	ટ્રોલી
trombone	0.562	0.500	0.500	ટ્રોમ્બોન
troop	0.375	0.696	0.750	ટુકડી
trooper	0.458	0.694	0.713	સૈનિક
troops	0.385	0.718	0.804	સૈનિકો
trophy	0.947	0.643	0.676	ટ્રોફી
tropic	0.740	0.529	0.536	ઉષ્ણકટિબંધીય
tropical	0.740	0.461	0.509	ઉષ્ણકટિબંધીય
tropics	0.740	0.383	0.412	ઉષ્ણકટિબંધીય
trot	0.531	0.664	0.396	ટ્રોટ
trouble	0.135	0.811	0.452	મુશ્કેલી
troubled	0.167	0.627	0.385	પરેશાન
troublemaker	0.260	0.900	0.596	મુશ્કેલી સર્જનાર
troubles	0.051	0.854	0.269	મુશ્કેલીઓ
troublesome	0.283	0.894	0.404	મુશ્કેલીકારક
trough	0.500	0.308	0.340	ચાટ
troupe	0.625	0.406	0.557	સમૂહ
trousers	0.625	0.314	0.442	ટ્રાઉઝર
trout	0.516	0.387	0.298	ટ્રાઉટ
trowel	0.470	0.418	0.250	કડિયાનું લેલું
truce	0.688	0.441	0.453	યુદ્ધવિરામ
truck	0.531	0.368	0.546	ટ્રક
trucker	0.494	0.609	0.500	ટ્રક ચલાવનાર
truckload	0.480	0.450	0.534	ટ્રક લોડ
truculent	0.210	0.731	0.498	વિકરાળ
true	0.896	0.436	0.777	સાચું
truelove	0.860	0.600	0.587	સાચો પ્રેમ
truffle	0.677	0.323	0.418	ટ્રફલ
truism	0.521	0.422	0.480	સત્યવાદ
trump	0.640	0.716	0.898	ટ્રમ્પ
trumpet	0.573	0.570	0.393	ટ્રમ્પેટ
trumpeter	0.673	0.600	0.676	ટ્રમ્પેટર
truncate	0.323	0.600	0.412	કાપવું
truncated	0.316	0.602	0.439	કાપેલું
trundle	0.507	0.270	0.414	ટ્રંડલ
trunk	0.271	0.167	0.404	ટ્રંક
truss	0.521	0.482	0.569	ટ્રસ
trust	0.888	0.547	0.741	વિશ્વાસ
trustee	0.531	0.442	0.658	ટ્રસ્ટી
trusting	0.857	0.508	0.750	વિશ્વાસ
trustworthy	0.969	0.315	0.824	વિશ્વાસપાત્ર
trusty	0.863	0.398	0.696	વિશ્વાસુ
truth	0.971	0.400	0.685	સત્ય
truthful	0.708	0.467	0.807	સત્યવાદી
truthfulness	0.920	0.549	0.808	સત્યતા
try	0.604	0.551	0.556	પ્રયાસ કરો
tryout	0.459	0.539	0.472	અજમાવી
tryouts	0.490	0.602	0.594	અજમાયશ
tsunami	0.042	0.944	0.684	સુનામી
tub	0.449	0.235	0.265	ટબ
tuba	0.542	0.402	0.381	ટ્યૂબા
tubby	0.427	0.423	0.353	ટબી
tube	0.418	0.279	0.409	ટ્યુબ
tuberculosis	0.214	0.519	0.424	ક્ષય રોગ
tubing	0.438	0.363	0.358	નળીઓ
tubular	0.458	0.361	0.464	ટ્યુબ્યુલર
tubule	0.500	0.330	0.333	ટ્યુબ્યુલ
tuck	0.367	0.473	0.361	ટક
tucker	0.475	0.558	0.429	ટકર
tuesday	0.469	0.184	0.330	મંગળવારે
tufted	0.500	0.510	0.406	ટફ્ટેડ
tug	0.320	0.604	0.558	ટગ
tugboat	0.271	0.510	0.652	ટગબોટ
tuition	0.531	0.372	0.436	ટ્યુશન
tulip	0.730	0.189	0.356	ટ્યૂલિપ
tumble	0.276	0.556	0.272	ગડબડ
tumbler	0.520	0.260	0.352	ટમ્બલર
tumbleweed	0.312	0.471	0.427	ટમ્બલવીડ
tummy	0.427	0.365	0.230	પેટ
tumor	0.102	0.664	0.324	ગાંઠ
tumour	0.092	0.627	0.464	ગાંઠ
tumult	0.271	0.640	0.636	કોલાહલ
tumultuous	0.208	0.622	0.590	તોફાની
tun	0.386	0.413	0.364	ટ્યુન
tuna	0.531	0.386	0.304	ટુના
tunable	0.510	0.364	0.582	ટ્યુનેબલ
tune	0.708	0.479	0.426	ટ્યુન
tunic	0.531	0.248	0.391	ટ્યુનિક
tuning	0.719	0.390	0.635	ટ્યુનિંગ
tunnel	0.312	0.490	0.412	ટનલ
turban	0.469	0.386	0.426	પાઘડી
turbidity	0.184	0.607	0.393	ટર્બિડિટી
turbine	0.520	0.549	0.575	ટર્બાઇન
turbo	0.583	0.729	0.596	ટર્બો
turbulence	0.062	0.922	0.532	અશાંતિ
turbulent	0.302	0.792	0.612	તોફાની
turd	0.240	0.519	0.383	તુવેર
turf	0.531	0.192	0.295	જડિયાંવાળી જમીન
turkey	0.634	0.245	0.247	ટર્કી
turmeric	0.542	0.316	0.312	હળદર
turmoil	0.198	0.888	0.417	ગરબડ
turn	0.531	0.398	0.482	વળાંક
turnaround	0.560	0.654	0.407	ટર્નઅરાઉન્ડ
turned	0.630	0.538	0.583	વળેલું
turning	0.510	0.684	0.420	વળવું
turnip	0.561	0.183	0.254	સલગમ
turnkey	0.531	0.382	0.427	ટર્નકી
turnoff	0.312	0.560	0.327	ટર્નઓફ
turnout	0.641	0.692	0.898	મતદાન
turnover	0.490	0.392	0.512	ટર્નઓવર
turnpike	0.459	0.434	0.462	ટર્નપાઈક
turntable	0.531	0.455	0.406	ટર્નટેબલ
turpentine	0.320	0.539	0.571	ટર્પેન્ટાઇન
turquoise	0.786	0.226	0.357	પીરોજ
turret	0.494	0.500	0.588	સંઘાડો
turtle	0.291	0.102	0.271	કાચબો
turtleneck	0.583	0.398	0.327	ટર્ટલનેક
tussle	0.333	0.919	0.691	ઝઘડો
tutelage	0.393	0.442	0.609	શિક્ષણ
tutor	0.750	0.346	0.826	શિક્ષક
tutoring	0.663	0.402	0.702	ટ્યુશન
tutu	0.583	0.276	0.233	ટુટુ
tux	0.531	0.365	0.462	ટક્સ
tuxedo	0.694	0.354	0.519	ટક્સીડો
tv	0.622	0.380	0.393	ટીવી
twain	0.541	0.255	0.370	બે
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	ઝટકો
tweed	0.510	0.440	0.412	ટ્વીડ
tweet	0.659	0.490	0.537	ટ્વિટ
tweezers	0.493	0.408	0.295	ટ્વીઝર
twelfth	0.521	0.292	0.527	બારમું
twelve	0.490	0.298	0.412	બાર
twentieth	0.469	0.297	0.346	વીસમી
twenty	0.520	0.292	0.286	વીસ
twerp	0.408	0.443	0.384	ટવર્પ
twig	0.378	0.288	0.236	ટ્વિગ
twilight	0.622	0.341	0.633	સંધિકાળ
twill	0.449	0.415	0.353	ટ્વીલ
twin	0.688	0.363	0.453	જોડિયા
twine	0.521	0.380	0.337	સૂતળી
twinge	0.316	0.720	0.471	ટ્વીંગ
twinkle	0.719	0.724	0.610	ચમકવું
twins	0.760	0.473	0.602	જોડિયા
twirl	0.552	0.647	0.409	ફરવું
twist	0.375	0.469	0.337	ટ્વિસ્ટ
twisted	0.071	0.736	0.311	ટ્વિસ્ટેડ
twister	0.330	0.680	0.647	ટ્વિસ્ટર
twit	0.194	0.653	0.198	ટ્વિટ
twitch	0.510	0.740	0.548	ઝબૂકવું
twitching	0.292	0.700	0.482	ઝબૂકવું
twitchy	0.094	0.918	0.281	ચપળ
two	0.520	0.200	0.404	બે
two step	0.583	0.314	0.327	બે પગલું
twofaced	0.387	0.620	0.384	બે ચહેરાવાળું
twofold	0.573	0.333	0.551	બે ગણું
twosome	0.583	0.544	0.500	બેવડા
tycoon	0.682	0.596	0.867	ઉદ્યોગપતિ
tyke	0.500	0.388	0.300	ટાઈક
type	0.500	0.284	0.364	પ્રકાર
typewriter	0.542	0.373	0.418	ટાઈપરાઈટર
typhoid	0.265	0.458	0.401	ટાઇફોઇડ
typhoon	0.323	0.796	0.697	ટાયફૂન
typical	0.635	0.206	0.426	લાક્ષણિક
typically	0.569	0.377	0.559	સામાન્ય રીતે
typist	0.551	0.559	0.528	ટાઇપિસ્ટ
typo	0.224	0.415	0.255	ટાઈપો
typography	0.480	0.334	0.574	ટાઇપોગ્રાફી
tyrannical	0.167	0.860	0.731	જુલમી
tyranny	0.112	0.792	0.705	જુલમ
tyrant	0.115	0.850	0.683	જુલમી
tyre	0.480	0.358	0.407	ટાયર
ubiquitous	0.635	0.571	0.884	સર્વવ્યાપક
ubiquity	0.578	0.490	0.595	સર્વવ્યાપકતા
ugliness	0.094	0.407	0.267	કુરૂપતા
ugly	0.167	0.630	0.254	નીચ
uhoh	0.320	0.622	0.284	ઉહોહ
ukulele	0.513	0.358	0.365	યુક્યુલે
ulcer	0.286	0.596	0.377	અલ્સર
ulterior	0.375	0.509	0.490	પાછળનું
ultimate	0.648	0.645	0.544	અંતિમ
ultimately	0.385	0.480	0.558	આખરે
ultimatum	0.219	0.855	0.837	અલ્ટીમેટમ
ultimo	0.375	0.363	0.300	અંતિમ
ultrasound	0.573	0.594	0.600	અલ્ટ્રાસાઉન્ડ
ultraviolet	0.604	0.448	0.673	અલ્ટ્રાવાયોલેટ
umbilical	0.398	0.406	0.333	નાળ સંબંધી
umbra	0.408	0.400	0.337	ઓમ્બ્રા
umbrella	0.583	0.246	0.255	છત્ર
umpire	0.520	0.592	0.755	અમ્પાયર
umpteen	0.510	0.460	0.611	અસંખ્ય
unabashed	0.292	0.614	0.488	નિઃશંક
unabated	0.532	0.420	0.466	અવિરત
unable	0.132	0.459	0.193	અસમર્થ
unacceptable	0.133	0.479	0.330	અસ્વીકાર્ય
unaccompanied	0.292	0.376	0.297	સાથ વિનાનું
unaccountable	0.180	0.600	0.543	બિનહિસાબી
unaccounted	0.410	0.338	0.361	બિનહિસાબી
unacknowledged	0.240	0.269	0.116	અસ્વીકૃત
unadulterated	0.570	0.420	0.528	ભેળસેળ વગરનું
unaffected	0.542	0.265	0.571	અપ્રભાવિત
unafraid	0.500	0.520	0.655	ભયભીત
unaided	0.290	0.410	0.336	બિનસહાયિત
unaltered	0.571	0.269	0.598	અપરિવર્તિત
unambiguous	0.406	0.390	0.578	અસ્પષ્ટ
unanimity	0.490	0.407	0.706	સર્વસંમતિ
unanimous	0.656	0.380	0.682	સર્વસંમત
unanimously	0.686	0.333	0.738	સર્વસંમતિથી
unannounced	0.240	0.588	0.291	અઘોષિત
unanswered	0.276	0.361	0.219	અનુત્તરિત
unanticipated	0.255	0.775	0.327	અપેક્ષિત
unappreciated	0.143	0.431	0.209	કદર વિનાનું
unapproved	0.184	0.471	0.254	અસ્વીકૃત
unarmed	0.427	0.420	0.241	નિઃશસ્ત્ર
unassisted	0.302	0.320	0.211	અસહાય
unassuming	0.490	0.230	0.471	નમ્ર
unattached	0.192	0.439	0.283	જોડાણ વિનાનું
unattainable	0.220	0.635	0.571	અપ્રાપ્ય
unattended	0.255	0.400	0.167	અડ્યા વિના
unattractive	0.177	0.307	0.208	બિનઆકર્ષક
unauthorized	0.260	0.448	0.259	અનધિકૃત
unavailable	0.323	0.281	0.159	અનુપલબ્ધ
unavoidable	0.350	0.580	0.445	અનિવાર્ય
unaware	0.208	0.355	0.310	અજાણ
unbalanced	0.302	0.596	0.343	અસંતુલિત
unbearable	0.125	0.798	0.447	અસહ્ય
unbeatable	0.735	0.719	0.681	અજેય
unbeaten	0.854	0.760	0.828	અણનમ
unbecoming	0.123	0.471	0.288	અયોગ્ય
unbelief	0.265	0.582	0.407	અવિશ્વાસ
unbelievable	0.771	0.790	0.717	અવિશ્વસનીય
unbiased	0.625	0.378	0.618	નિષ્પક્ષ
unborn	0.312	0.300	0.216	અજાત
unbound	0.354	0.402	0.283	અનબાઉન્ડ
unbounded	0.646	0.600	0.736	અમર્યાદિત
unbreakable	0.653	0.573	0.759	અતૂટ
unbridled	0.396	0.759	0.448	બેલગામ
unbroken	0.550	0.224	0.602	અખંડ
unbutton	0.479	0.539	0.311	અનબટન
uncalled	0.344	0.294	0.222	અનકૉલ્ડ
uncanny	0.469	0.461	0.430	વિચિત્ર
uncaring	0.177	0.245	0.321	બેદરકારી
uncensured	0.438	0.649	0.509	અસુરક્ષિત
uncertain	0.363	0.500	0.164	અનિશ્ચિત
uncertainty	0.064	0.494	0.282	અનિશ્ચિતતા
unchallenged	0.552	0.394	0.545	પડકાર વિનાનું
unchangeable	0.375	0.442	0.709	બદલી ન શકાય તેવું
unchanged	0.490	0.204	0.237	અપરિવર્તિત
uncharted	0.188	0.406	0.413	અપ્રમાણિત
uncherished	0.250	0.412	0.280	અનપેક્ષિત
uncivilized	0.133	0.600	0.400	અસંસ્કારી
unclaimed	0.316	0.346	0.278	દાવો ન કરેલ
uncle	0.653	0.255	0.578	કાકા
unclean	0.133	0.529	0.134	અશુદ્ધ
unclear	0.229	0.463	0.202	અસ્પષ્ટ
uncomfortable	0.188	0.610	0.214	અસ્વસ્થતા
uncommon	0.459	0.429	0.373	અસામાન્ય
uncommonly	0.626	0.490	0.778	અસામાન્ય રીતે
uncomplicated	0.740	0.260	0.453	જટિલ
uncompromising	0.320	0.531	0.613	બેફામ
unconcerned	0.562	0.283	0.298	બેફિકર
unconditional	0.760	0.493	0.715	બિનશરતી
unconfirmed	0.334	0.321	0.339	અપ્રમાણિત
unconnected	0.188	0.265	0.213	અનકનેક્ટેડ
unconscionable	0.208	0.618	0.429	અવિવેકી
unconscious	0.240	0.356	0.195	બેભાન
unconsciousness	0.177	0.440	0.121	બેભાન
unconstitutional	0.230	0.588	0.491	ગેરબંધારણીય
unconstrained	0.653	0.640	0.635	અનિયંત્રિત
uncontested	0.510	0.471	0.689	બિનહરીફ
uncontrollable	0.265	0.790	0.626	બેકાબૂ
uncontrolled	0.188	0.891	0.544	અનિયંત્રિત
unconventional	0.177	0.509	0.288	બિનપરંપરાગત
