English Word	Valence	Arousal	Dominance	Sinhala Word
thankgod	0.823	0.451	0.466	දෙවියන්ට ස්තූතිවන්න
thanking	0.917	0.538	0.658	ස්තුති කරනවා
thankless	0.146	0.500	0.497	ස්තුතිවන්ත නොවන
thanks	0.918	0.472	0.461	ස්තුතියි
thanksalot	0.908	0.428	0.525	ගොඩාක් ස්තූතියි
thanksgiving	0.927	0.449	0.637	ස්තුති දීම
thankyougod	0.900	0.446	0.651	ස්තුතියි
thankyoujesus	0.878	0.406	0.604	ස්තුතියි ජේසුනි
thankyoulord	0.809	0.388	0.466	ස්තුතියි
thatch	0.337	0.245	0.161	පිට්ටනිය
thatmoment	0.667	0.389	0.340	එම මොහොත
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	දියවීම
theater	0.760	0.635	0.516	රංග ශාලාව
theatrical	0.720	0.690	0.546	රංගමය
theatrics	0.694	0.539	0.486	රංග කලාව
thebest	0.760	0.596	0.719	විශිෂ්ටම
theft	0.135	0.867	0.394	සොරකම
theism	0.460	0.431	0.481	දේවවාදය
theistic	0.397	0.365	0.509	දේවවාදී
thelife	0.688	0.566	0.629	ජීවිතය
thelittlethings	0.571	0.240	0.324	කුඩා දේවල්
theme	0.541	0.176	0.427	තේමාව
theocracy	0.490	0.427	0.722	දිව්යාණ්ඩුව
theocratic	0.380	0.480	0.605	දිව්යාණ්ඩුමය
theologian	0.521	0.304	0.759	දේවධර්මාචාර්ය
theological	0.480	0.363	0.683	දේවධර්මීය
theology	0.448	0.330	0.711	දේවධර්මය
theorem	0.500	0.296	0.615	ප්රමේයය
theoretical	0.615	0.270	0.546	න්යායික
theory	0.583	0.314	0.529	න්යාය
therapeutic	0.625	0.275	0.680	චිකිත්සක
therapeutics	0.552	0.343	0.625	චිකිත්සක
therapist	0.468	0.430	0.679	චිකිත්සක
therapy	0.490	0.353	0.607	චිකිත්සාව
thereabouts	0.427	0.365	0.285	ඒ ගැන
thereof	0.542	0.265	0.281	එයින්
therewith	0.462	0.317	0.398	ඒ සමග
thermal	0.480	0.360	0.509	තාප
thermocouple	0.406	0.406	0.422	තාපජ යුගලය
thermodynamics	0.510	0.594	0.678	තාප ගති විද්යාව
thermometer	0.400	0.327	0.473	උෂ්ණත්වමානය
thermos	0.582	0.255	0.328	thermos
thermostat	0.439	0.480	0.321	උෂ්ණත්ව පාලකය
thesaurus	0.520	0.480	0.509	නිබන්ධනය
thesis	0.583	0.582	0.552	නිබන්ධනය
thick	0.449	0.433	0.596	ඝනයි
thicken	0.406	0.398	0.509	ඝන වෙනවා
thickening	0.448	0.355	0.434	ඝන වීම
thicket	0.385	0.373	0.324	ඝනකම
thickness	0.552	0.370	0.443	ඝණකම
thief	0.088	0.888	0.443	හොරා
thigh	0.469	0.433	0.588	කලවා
thimble	0.490	0.192	0.218	thimble
thin	0.469	0.337	0.356	සිහින්
thing	0.449	0.222	0.260	දෙයක්
things	0.519	0.250	0.368	දේවල්
thingy	0.458	0.312	0.158	දේවල්
think	0.786	0.408	0.618	සිතන්න
thinker	0.706	0.386	0.764	චින්තකයා
thinking	0.720	0.308	0.595	සිතමින්
third	0.551	0.187	0.304	තෙවන
thirds	0.402	0.327	0.345	තුනෙන් එකක්
thirst	0.298	0.519	0.307	පිපාසය
thirsty	0.281	0.660	0.310	පිපාසයෙන්
thirteen	0.459	0.385	0.331	දහතුන
thirteenth	0.408	0.330	0.425	දහතුන්වන
thirty	0.562	0.349	0.316	තිස්
thistle	0.427	0.423	0.357	thistle
thither	0.500	0.270	0.316	එතනට
thong	0.467	0.596	0.269	තොන්ග්
thorn	0.296	0.541	0.427	කටු
thorny	0.177	0.690	0.500	කටු සහිත
thorough	0.467	0.350	0.558	සම්පූර්ණයෙන්
thoroughbred	0.669	0.740	0.716	throoughbred
thoroughfare	0.582	0.481	0.490	මාර්ගය
thought	0.780	0.315	0.571	කියලා හිතුවා
thoughtful	0.667	0.290	0.527	කල්පනාකාරී
thoughtfulness	0.867	0.269	0.667	කල්පනාකාරී බව
thoughtless	0.194	0.580	0.452	හිතුවක්කාරයි
thoughts	0.745	0.382	0.691	සිතුවිලි
thousand	0.663	0.355	0.480	දහසක්
thrash	0.260	0.510	0.472	තැලීම
thread	0.646	0.184	0.209	නූල්
threat	0.135	0.865	0.667	තර්ජනයක්
threaten	0.104	0.958	0.590	තර්ජනය
threatened	0.052	0.928	0.354	තර්ජනය කළා
threatening	0.071	0.875	0.652	තර්ජනය කරනවා
three	0.653	0.225	0.377	තුන්
threefold	0.521	0.400	0.534	තුන් ගුණයකින්
threesome	0.490	0.676	0.560	තුන්දෙනා
thresh	0.490	0.417	0.500	කමත
threshold	0.531	0.519	0.575	එළිපත්ත
thrice	0.469	0.442	0.462	තුන් වතාවක්
thrift	0.760	0.217	0.649	අරපිරිමැස්ම
thrifty	0.604	0.380	0.676	සකසුරුවම්
thrill	0.888	0.837	0.711	ත්‍රාසජනකයි
thrilled	0.898	0.818	0.807	උද්දාමයට පත් විය
thriller	0.490	0.796	0.645	ත්‍රාසජනක
thrilling	0.930	0.827	0.782	විස්මයජනක
thrive	0.948	0.529	0.772	දියුණු වෙනවා
thriving	0.865	0.521	0.779	දියුණු වෙනවා
throat	0.350	0.538	0.346	උගුර
throb	0.500	0.673	0.556	ගැහෙනවා
throbbing	0.645	0.808	0.491	ගැහෙනවා
throes	0.146	0.760	0.235	throes
throne	0.724	0.606	0.887	සිංහාසනය
throng	0.480	0.810	0.706	සෙනඟ
throttle	0.562	0.804	0.750	තෙරපුම
throw	0.344	0.770	0.623	විසි කරනවා
throwback	0.280	0.454	0.356	ආපසු හැරීම
thrower	0.470	0.690	0.717	විසිකරන්නා
thrown	0.500	0.550	0.619	විසි කළා
thrush	0.306	0.490	0.454	තෙරපුම
thrust	0.510	0.647	0.663	තෙරපුම
thruster	0.698	0.812	0.719	තෙරපුම
thud	0.255	0.686	0.620	තඩ්
thug	0.240	0.882	0.667	මැරයා
thumb	0.673	0.271	0.361	මාපටැඟිල්ල
thumbprint	0.510	0.347	0.451	මාපටැඟිල්ල
thump	0.280	0.792	0.608	thump
thumper	0.354	0.623	0.457	තම්පරය
thumping	0.214	0.755	0.566	තඩි බෑම
thunder	0.296	0.916	0.526	ගිගුරුම්
thunderbolt	0.418	0.719	0.642	අකුණු සැර
thunderclap	0.390	0.833	0.607	ගිගුරුම් හඬ
thundering	0.337	0.778	0.700	ගිගුරුම් දීම
thunderstorm	0.135	0.860	0.784	ගිගුරුම් සහිත වැසි
thunderstruck	0.194	0.716	0.509	ගිගුරුම් සහිත විය
thwart	0.281	0.684	0.409	බාධා කරන්න
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	මාර්ග වර්ණනය
thyroid	0.234	0.455	0.373	තයිරොයිඩ්
tiara	0.719	0.300	0.472	ටියාරා
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	ටික්
tick	0.521	0.386	0.412	ටික් කරන්න
ticked	0.469	0.386	0.455	ටික් කළා
ticker	0.479	0.471	0.509	ටිකර්
ticket	0.684	0.387	0.434	ටිකට්
tickle	0.760	0.727	0.342	කිති කවනවා
tickled	0.755	0.707	0.364	කිති කැව්වා
ticklish	0.823	0.814	0.345	ticklish
tidal	0.592	0.539	0.519	වඩදිය
tidal wave	0.240	0.894	0.736	උදම් රළ
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	වඩදිය
tidings	0.610	0.510	0.694	පුවත්
tidy	0.760	0.208	0.647	පිළිවෙලට
tie	0.663	0.464	0.431	ටයි පටිය
tier	0.520	0.245	0.560	ස්ථරය
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	කොටියා
tighten	0.388	0.487	0.627	තද කරන්න
tightness	0.344	0.606	0.759	තද ගතිය
tightrope	0.354	0.653	0.279	තද කඹය
tights	0.583	0.343	0.269	තද කලිසම්
tilde	0.520	0.314	0.321	ටිල්ඩ්
tile	0.429	0.245	0.348	ටයිල්
tiling	0.600	0.330	0.315	ටයිල් කිරීම
till	0.490	0.327	0.319	දක්වා
tillage	0.552	0.591	0.540	වගාව
tiller	0.448	0.410	0.290	ගොවියා
tilt	0.365	0.549	0.463	ඇලවීම
tilting	0.459	0.384	0.340	ඇලවීම
timber	0.332	0.202	0.386	දැව
timberland	0.550	0.415	0.571	දැව බිම්
timbre	0.460	0.480	0.296	දැවමය
time	0.604	0.288	0.609	කාලය
timeless	0.408	0.468	0.583	කාලානුරූපී
timeliness	0.760	0.404	0.582	කාලෝචිත බව
timely	0.865	0.387	0.591	කාලෝචිත
timeout	0.344	0.433	0.322	කාලය හමාරයි
timepiece	0.650	0.279	0.461	කාලසටහන
timer	0.469	0.433	0.500	ටයිමරය
times	0.490	0.279	0.439	වාර
timetable	0.561	0.189	0.491	කාල සටහන
timewasters	0.391	0.535	0.291	කාලය නාස්ති කරන්නන්
timid	0.327	0.276	0.132	නිවටයි
timidity	0.333	0.358	0.153	නිවටකම
timing	0.521	0.311	0.577	කාලය
tin	0.469	0.370	0.217	ටින්
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	ටින් කරන්න
tinfoil	0.448	0.284	0.311	ටින්ෆොයිල්
tinge	0.469	0.292	0.264	තින්ග්
tingle	0.460	0.560	0.264	හිරි වැටීම
tingling	0.427	0.615	0.340	හිරි වැටීම
tinker	0.396	0.528	0.275	ටින්කර්
tinkering	0.531	0.490	0.448	ටින්කරින්
tinkle	0.562	0.529	0.356	tinkle
tinkling	0.612	0.530	0.324	tinkling
tinnitus	0.384	0.536	0.411	කන් ඇසීම
tinsel	0.663	0.521	0.473	ටින්සල්
tint	0.582	0.292	0.273	ටින්ට්
tiny	0.479	0.196	0.125	කුඩා
tip	0.708	0.221	0.518	ඉඟිය
tipper	0.427	0.571	0.431	ටිපර්
tipster	0.490	0.462	0.490	ටිප්ස්ටර්
tipsy	0.510	0.625	0.570	ඉඟි සහිත
tiptoe	0.510	0.490	0.407	තුණ්ඩය
tirade	0.378	0.587	0.532	වංකකම
tire	0.438	0.385	0.381	ටයරය
tired	0.125	0.317	0.191	මහන්සියි
tiredness	0.387	0.408	0.242	තෙහෙට්ටුව
tiredofit	0.300	0.270	0.204	මහන්සියි
tireless	0.657	0.750	0.645	වෙහෙස නොබලා
tiresome	0.240	0.542	0.153	වෙහෙසකරයි
tiring	0.153	0.510	0.176	වෙහෙසකරයි
tissue	0.558	0.236	0.345	පටක
tistheseason	0.646	0.548	0.435	tistheseason
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	ටයිටන්
titanic	0.427	0.786	0.795	ටයිටැනික්
titanium	0.520	0.470	0.704	ටයිටේනියම්
tithe	0.507	0.276	0.385	දසයෙන් කොටස
title	0.708	0.356	0.574	ශීර්ෂය
titled	0.677	0.240	0.658	මාතෘකා කර ඇත
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	නාමික
toad	0.302	0.452	0.196	මැඩියා
toast	0.740	0.382	0.356	ටෝස්ට්
toaster	0.542	0.337	0.387	ටෝස්ටර්
toasty	0.698	0.461	0.396	ටෝස්ටි
tobacco	0.327	0.546	0.387	දුම්කොළ
toby	0.427	0.375	0.330	ටෝබි
tod	0.469	0.330	0.384	ටොඩ්
today	0.806	0.306	0.362	අද
toddler	0.812	0.469	0.368	කුඩා දරුවා
toe	0.406	0.221	0.293	ඇඟිල්ල
toenail	0.530	0.380	0.306	පාදයේ නියපොතු
toffee	0.658	0.510	0.396	ටොෆි
tofu	0.521	0.330	0.283	ටෝෆු
toga	0.698	0.393	0.373	ටෝගා
together	0.874	0.392	0.658	එක්ව
togetherness	0.906	0.360	0.635	සමගිය
toil	0.558	0.510	0.583	මහන්සි වෙනවා
toilet	0.490	0.290	0.233	වැසිකිළිය
toils	0.480	0.710	0.482	මහන්සි වෙනවා
token	0.510	0.418	0.414	සංකේතය
tolerable	0.750	0.350	0.374	ඉවසිය හැකි
tolerance	0.875	0.206	0.649	ඉවසීම
tolerant	0.765	0.192	0.618	ඉවසන
tolerate	0.724	0.430	0.588	ඉවසනවා
toleration	0.776	0.442	0.727	ඉවසීම
toll	0.296	0.422	0.453	බදු
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	තක්කාලි
tomatoes	0.615	0.240	0.272	තක්කාලි
tomb	0.112	0.500	0.343	සොහොන් ගෙය
tombstone	0.204	0.441	0.311	සොහොන් ගල
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	මට
tomorrow	0.792	0.377	0.407	හෙට
ton	0.560	0.418	0.604	ටොන්
tone	0.551	0.355	0.411	ස්වරය
toner	0.448	0.300	0.368	ටෝනර්
tong	0.475	0.480	0.370	ටොං
tongs	0.500	0.459	0.321	අඬු
tongue	0.542	0.432	0.482	දිව
tonic	0.541	0.360	0.500	ටොනික්
tonnage	0.323	0.382	0.590	ටොන් ප්රමාණය
tonsils	0.347	0.373	0.283	ටන්සිල්
toocold	0.420	0.550	0.379	අධික සීතල
tool	0.490	0.350	0.594	මෙවලම
toolbox	0.531	0.316	0.472	මෙවලම් පෙට්ටිය
tooling	0.510	0.406	0.634	මෙවලම්
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	දත්
tooth	0.439	0.250	0.367	දත
toothache	0.188	0.853	0.412	දත් කැක්කුම
toothbrush	0.517	0.330	0.321	දත් බුරුසු
toothed	0.449	0.394	0.352	දත් ඇති
toothless	0.312	0.541	0.272	දත් නැති
toothpaste	0.510	0.290	0.371	දන්තාලේප
toothpick	0.561	0.216	0.185	දන්තාලේප
toots	0.552	0.480	0.451	දත්
top	0.760	0.400	0.554	ඉහළ
topaz	0.643	0.325	0.384	තෝපස්
topic	0.520	0.276	0.427	මාතෘකාව
topical	0.561	0.340	0.500	මාතෘකා
topless	0.625	0.765	0.414	උඩුකය නිරුවත්
topographic	0.604	0.378	0.558	භූගෝලීය
topographical	0.438	0.350	0.538	භූගෝලීය
topography	0.469	0.357	0.506	භූ විෂමතාව
topple	0.198	0.820	0.573	පෙරළන්න
topside	0.708	0.466	0.598	උඩ පැත්ත
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	පන්දම
torment	0.057	0.750	0.387	වද දෙනවා
tormented	0.071	0.855	0.323	වද දුන්නා
torn	0.153	0.510	0.283	ඉරා ඇත
tornado	0.260	0.896	0.784	ටොනාඩෝ
torpedo	0.219	0.794	0.707	ටෝර්පිඩෝ
torque	0.466	0.375	0.406	ව්යවර්ථය
torrent	0.541	0.745	0.676	ටොරන්ට්
torrid	0.281	0.625	0.517	ටොරිඩ්
torsion	0.312	0.651	0.402	ව්යවර්ථය
torso	0.408	0.394	0.473	කඳ
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	කටුක
tortoise	0.673	0.078	0.250	කැස්බෑවා
tortuous	0.194	0.755	0.382	කටුක
torture	0.115	0.878	0.555	වධහිංසා පැමිණවීම
tortured	0.062	0.890	0.361	වධ හිංසා කළා
toss	0.418	0.725	0.575	කාසියේ වාසිය
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	සමස්ත
totality	0.688	0.443	0.717	සම්පූර්ණත්වය
totally	0.820	0.422	0.702	සම්පූර්ණයෙන්ම
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	ස්පර්ශ කරන්න
touchdown	0.667	0.770	0.586	ස්පර්ශ කිරීම
touched	0.592	0.380	0.404	ස්පර්ශ කළා
touching	0.760	0.439	0.491	ස්පර්ශ කිරීම
touchy	0.323	0.510	0.343	ස්පර්ශය
tough	0.344	0.588	0.742	දැඩි
toughen	0.458	0.683	0.711	දැඩි කරන්න
toughness	0.552	0.618	0.837	දැඩි බව
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	සැරිය
tourism	0.823	0.531	0.545	සංචාරක
tourist	0.745	0.480	0.430	සංචාරක
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	තරඟාවලිය
tourniquet	0.335	0.521	0.398	තරඟාවලිය
tout	0.480	0.538	0.375	ටෝට්
tow	0.531	0.500	0.508	ඇදගෙන යාම
towel	0.630	0.208	0.286	තුවායක්
tower	0.606	0.380	0.644	කුළුණ
towering	0.500	0.690	0.806	කුළුණු
town	0.551	0.299	0.627	නගරය
townhouse	0.622	0.400	0.443	නගර නිවස
township	0.531	0.292	0.667	නගර සභාව
townspeople	0.677	0.466	0.569	නගර වැසියන්
toxic	0.008	0.885	0.492	විෂ සහිත
toxicity	0.104	0.865	0.491	විෂ බව
toxicology	0.302	0.736	0.574	විෂ විද්යාව
toxin	0.115	0.654	0.456	විෂ ද්රව්ය
toy	0.878	0.420	0.275	සෙල්ලම් බඩු
toymaker	0.755	0.510	0.536	සෙල්ලම් බඩු සාදන්නා
trace	0.573	0.346	0.483	හෝඩුවාවක්
traceable	0.602	0.370	0.535	සොයා ගත හැකි
tracer	0.573	0.327	0.645	ට්රේසර්
traces	0.482	0.448	0.389	හෝඩුවාවන්
trachea	0.448	0.509	0.387	ශ්වාසනාලය
tracing	0.418	0.591	0.565	ලුහුබැඳීම
track	0.448	0.433	0.526	ධාවන පථය
tracker	0.398	0.744	0.731	ට්රැකර්
tract	0.406	0.422	0.339	පත්රිකාවක්
tractable	0.635	0.500	0.469	ලබා ගත හැකි
traction	0.429	0.585	0.648	කම්පනය
tractor	0.449	0.580	0.619	ට්රැක්ටරය
trade	0.561	0.544	0.690	වෙළඳ
trademark	0.667	0.344	0.750	වෙළඳ ලකුණ
trader	0.562	0.632	0.854	වෙළෙන්දා
tradesman	0.531	0.431	0.664	වෙළෙන්දා
trading	0.635	0.602	0.705	වෙළඳාම
tradition	0.830	0.430	0.750	සම්ප්රදාය
traditional	0.677	0.221	0.604	සම්ප්රදායික
traffic	0.323	0.559	0.518	ගමනාගමනය
traffic light	0.490	0.469	0.479	රථවාහන ආලෝකය
trafficking	0.250	0.710	0.399	ජාවාරම
tragedies	0.100	0.910	0.442	ඛේදවාචක
tragedy	0.052	0.843	0.340	ඛේදවාචකය
